Date,Hour,cleaned_tweets,RTs,Followers,Following,Sentiment
2016-06-15,00:04,E Sports is the next big thing. How are you playing it. #E32016 #XboxE3 #PlayStationVR $EA $ATVI #Battlefield1,,26049.0,1894.0,1
2016-06-14,23:46,$EA: Electronic Arts Follows Activision Into E-Sports:,,767.0,1.0,1
2016-06-14,22:52,$EA:US EA Gives a Peek Into Its 'Star Wars' Plans for the Next 4 Years #ELECTRONIC ARTS INC #NASDAQ,,2767.0,279.0,1
2016-06-14,22:28,Learn Jason Bonds Trading Secrets Now! Free Trial.! $SNE $EA $EWJ,,4.0,21.0,1
2016-06-14,20:56,Catch up with $EA CEO Andrew Wilson,1.0,1357.0,354.0,1
2016-06-14,20:54,Catch up with $EA CEO Andrew Wilson,1.0,476572.0,1113.0,1
2016-06-14,19:22,$TVIN $EA$ON #TTP,,844.0,1012.0,0
2016-06-14,19:21,$EA: Electronic Arts CEO on ‘Star Wars’ and Business Strategy:,,806.0,5.0,1
2016-06-14,19:13,$EA: Electronic Arts CEO: Buybacks Feel Like Right Strategy:,,788.0,6.0,1
2016-06-14,19:03,OIH Day Low See Here ---&gt; $OIH $UE $EA #tradeideas,,71.0,40.0,1
2016-06-14,18:00,#FusionIQ Top Technology Stocks by Master Score Today $MEET 89 $AEIS 85 $TCX 85 $EA 84 $MXL 84 Please Retweet,,180.0,284.0,1
2016-06-14,17:50,KEEP CALM $ea$on,,1081.0,1031.0,1
2016-06-14,17:47,All about that VR $EA $ATVI $GME $GOOG $FB,,10618.0,979.0,1
2016-06-14,17:17,Electronic Arts appointed Talbott Roche to #BoardOfDirectors $EA #CorpGov #WOB …,3.0,8088.0,8281.0,1
2016-06-14,16:45,Electronic Arts appointed Talbott Roche to #BoardOfDirectors $EA #CorpGov #WOB …,3.0,2382.0,2774.0,1
2016-06-14,16:43,Benzinga: PacCrest Outlines Gaming Catalysts For Electronic Arts Amid E3 Conference $EA #E32016,,1589.0,1376.0,0
2016-06-14,16:38,This is what will make #VR explode. Sony could have a big winner here. $sne $atvi $ea #videogames …,4.0,8805.0,9688.0,1
2016-06-14,16:32,Electronic Arts appointed Talbott Roche to #BoardOfDirectors $EA #CorpGov #WOB …,3.0,3550.0,2191.0,1
2016-06-14,16:26,PacCrest Outlines Gaming Catalysts For Electronic Arts Amid E3 Conference $EA #E32016,1.0,1260.0,1099.0,1
2016-06-14,16:25,Benzinga: PacCrest Outlines Gaming Catalysts For Electronic Arts Amid E3 Conference $EA #E32016,,1459.0,1188.0,0
2016-06-14,16:20,PacCrest Outlines Gaming Catalysts For Electronic Arts Amid E3 Conference $EA #E32016,1.0,50443.0,1519.0,1
2016-06-14,16:10,Electronic Arts appointed Talbott Roche to #BoardOfDirectors $EA #CorpGov #WOB,3.0,2103.0,2775.0,1
2016-06-14,15:40,Electronic Arts Inc. $EA Shares Sold by Prudential Financial Inc.,,1172.0,58.0,1
2016-06-14,15:01,$EA: PacCrest Outlines Gaming Catalysts For Electronic Arts Amid E3 …:,,946.0,9.0,1
2016-06-14,14:33,This is what will make #VR explode. Sony could have a big winner here. $sne $atvi $ea #videogames …,4.0,416.0,3571.0,1
2016-06-14,14:26,Battlefield 1 features new Operations mode $EA,3.0,173.0,69.0,1
2016-06-14,13:23,Star Wars as a VR game? Yes please! Awesome interview with $EA CEO Andrew Wilson by …,2.0,10616.0,979.0,1
2016-06-14,13:22,Star Wars as a VR game? Yes please! Awesome interview with $EA CEO Andrew Wilson by …,2.0,3529.0,2098.0,1
2016-06-14,13:22,Star Wars as a VR game? Yes please! Awesome interview with $EA CEO Andrew Wilson by,2.0,2463.0,1148.0,1
2016-06-14,13:09,Black $ea,,223.0,192.0,0
2016-06-14,13:07,This is what will make #VR explode. Sony could have a big winner here. $sne $atvi $ea #videogames …,4.0,12045.0,218.0,1
2016-06-14,13:01,This is what will make #VR explode. Sony could have a big winner here. $sne $atvi $ea #videogames,4.0,26051.0,1894.0,1
2016-06-14,12:51,CNBCFastMoney: Maybe quit your day job? $EA ups the ante on prize money for eSports:,,14920.0,7474.0,1
2016-06-14,12:49,Maybe quit your day job? $EA ups the ante on prize money for eSports:,1.0,145546.0,785.0,1
2016-06-14,12:36,Electronic Arts CEO: We Can't Be Punching Air $EA,,10616.0,979.0,0
2016-06-14,12:23,Black $ea is here.,,223.0,192.0,1
2016-06-14,12:12,Philippe Laffont (Coatue) upped Activision Blizzard $ATVI &amp; Electronic Arts $EA in Q1 2016. #stocks #investing #tradeideas,,235.0,163.0,1
2016-06-14,12:09,"More from E3 2016 $ATVI, $EA, $NTDOY, $SNE",,67.0,234.0,1
2016-06-14,12:00,Electronic Arts Inc. $EA Receives Buy Rating from Bank of America,,2226.0,11.0,1
2016-06-14,12:00,Electronic Arts Inc. $EA Receives Buy Rating from Jefferies Group,,2226.0,11.0,1
2016-06-14,11:06,WMIH WMI Holdings Corp. Ask Size $WMIH $LQD $EA $SDS #investing #finance,,113.0,40.0,1
2016-06-14,11:00,"Popular: $BIDU, $NXPI, $N, $SCO, $UUP, $EA, $DUST, $CLC, $LABU, $DEPO, $AA",,1373.0,1.0,1
2016-06-14,10:36,LQD iShares iBoxx $ Investment Grade Corporate Bond ETF Short Sales $LQD $EA $CMG $QUNR #tradeideas #finance,,73.0,40.0,1
2016-06-14,10:22,HYG iShares iBoxx $ High Yield Corporate Bond ETF Ideas $HYG $EA $CDE $AU #finance #nasdaq,,73.0,40.0,1
2016-06-14,10:16,"Joel Linzner Sells 4,000 Shares of Electronic Arts Inc. $EA Stock",,1074.0,11.0,1
2016-06-14,10:15,"Btw, Estimated #Earnings Per Share for $EA is $0.59 it's 0.79% of the current price",,1399.0,1495.0,1
2016-06-14,10:14,"Joel Linzner Sells 4,000 Shares of Electronic Arts Inc. $EA Stock",,6364.0,2292.0,1
2016-06-14,10:12,FEZ SPDR EURO STOXX 50 ETF Company Info $FEZ $INFY.IN $EWU $EA #stocks #share,,80.0,41.0,1
2016-06-14,10:01,"EA Electronic Arts, Inc. Filings $EA $TVIX $GLD $CVT #tradeideas #stocks",,73.0,40.0,1
2016-06-14,09:46,More from E3 2016 $ATVI $EA $NTDOY $SNE,,31.0,34.0,1
2016-06-14,09:46,CPG.TO Crescent Point Energy Corp. Bid Size $CPG.TO $QURE $SUNW $EA #investing #invest,,77.0,40.0,1
2016-06-14,09:18,Wondering about risks of $EA? The 21-day volatility is 5.5%,,1399.0,1495.0,1
2016-06-14,09:10,Do you know that #Book Value for $EA is $11.3,,1399.0,1495.0,1
2016-06-14,08:44,More from E3 2016 $ATVI $EA $NTDOY $SNE,,299.0,541.0,1
2016-06-14,08:38,More from E3 2016 $ATVI $EA $NTDOY $SNE,1.0,259.0,766.0,1
2016-06-14,08:37,More from E3 2016 $ATVI $EA $NTDOY $SNE,,356.0,1.0,1
2016-06-14,08:37,More from E3 2016 $ATVI $EA $NTDOY $SNE,1.0,3697.0,30.0,1
2016-06-14,08:37,More from E3 2016 $ATVI $EA $NTDOY $SNE,,21917.0,30.0,1
2016-06-14,06:22,EA lays out 'Star Wars' gaming road map $EA,,2823.0,3184.0,1
2016-06-14,06:16,"1 maps detailed, weather system changes gameplay elements $EA",2.0,173.0,69.0,1
2016-06-14,05:56,"EA plots out its entire galaxy of new #StarWars games in a neat timeline $EA, $SNE …",2.0,173.0,69.0,1
2016-06-14,05:54,You might play as a bounty hunter in new #StarWars game! #E32016 $EA …,3.0,173.0,69.0,1
2016-06-14,05:48,It's all out war in #Battlefield1's 64-player multiplayer livestream $EA,4.0,173.0,69.0,1
2016-06-14,05:48,New #Battlefield1 gameplay trailer delivers authentic WW1 carnage $EA,3.0,173.0,69.0,1
2016-06-14,05:45,"New #Titanfall2 campaign and multiplayer footage released, reveals key details $EA …",5.0,173.0,69.0,1
2016-06-14,05:15,EA Kicks Off E3 Week With Battlefield 1 (2 B played on $SNE &amp; $MSFT) E-Sports News $EA,,2823.0,3184.0,0
2016-06-14,02:17,$SNE SONY ADR in NYSE going to $100 in #E32016 #PlayStationE3 $AAPL $MSFT $FB $AMZN $EA $IBM $crm $NFLX $GOOGL $GOOG,,413.0,3571.0,0
2016-06-14,00:21,$SNE SONY ADR in NYSE going to $100 in #E32016 #PlayStationE3 $AAPL $MSFT $FB $AMZN $EA $NTDOY $NFLX $GOOGL $GOOG https:/…,1.0,1198.0,1135.0,1
2016-06-14,00:09,Battlefield 1 features new Operations mode $EA,3.0,403.0,1495.0,1
2016-06-14,00:04,$SNE SONY ADR in NYSE going to $100 in #E32016 #PlayStationE3 $AAPL $MSFT $FB $AMZN $EA $NTDOY $NFLX $GOOGL $GOOG,1.0,413.0,3571.0,0
2016-06-13,23:58,$ATVI. $EA is falling behind mobile. They have desired brands but not at mobile. IMO,,18.0,49.0,1
2016-06-13,23:41,Research Analysts’ Recent Ratings Changes for Electronic Arts $EA,,2226.0,11.0,1
2016-06-13,23:36,Research Analysts’ Recent Ratings Changes for Electronic Arts $EA,,771.0,8.0,1
2016-06-13,23:29,"After their continued adjustments to the Apple TV Remote, I can see $AAPL going hard into gaming and looking at $EA or $ATVI ...",,17269.0,4958.0,1
2016-06-13,22:40,Battlefield 1 features new Operations mode $EA,3.0,61.0,118.0,1
2016-06-13,22:35,Battlefield 1 features new Operations mode $EA,,722.0,1.0,1
2016-06-13,22:35,Battlefield 1 features new Operations mode $EA,3.0,26363.0,500.0,1
2016-06-13,22:28,$EA lays out #StarWars video game road map. #E3,,2777.0,3261.0,1
2016-06-13,22:04,Electronic Arts Inc Valuation - May 2016 $EA,,2107.0,765.0,1
2016-06-13,21:23,$EA: EA lays out ‘Star Wars’ gaming road map:,,767.0,1.0,1
2016-06-13,19:47,Community reaction largely positive to #BF1 - I'd be a buyer of $EA on any significant weakness #heuristics,,141.0,113.0,1
2016-06-13,19:16,Investors not excited for E3? $ATVI $EA $TTWO $SNE and $MSFT all down.,,151.0,846.0,1
2016-06-13,18:40,BLACK $EA AVAILABLE NOW.,1.0,223.0,192.0,1
2016-06-13,18:34,The Trade Risk - Breakout Candidates via $MDT $RSPP $GCP $EA $JEC $BSX $UNG $SKYW https…,2.0,310.0,475.0,1
2016-06-13,18:33,BLACK $EA AVAILABLE NOW.,1.0,14.0,23.0,1
2016-06-13,18:32,The Trade Risk - Breakout Candidates via $MDT $RSPP $GCP $EA $JEC $BSX $UNG $SKYW https…,2.0,7129.0,484.0,1
2016-06-13,18:29,Or: Better Long-Term Growth? $EA $ATVI,,2823.0,3184.0,1
2016-06-13,18:27,"Here’s Why These Five Stocks Are In the Spotlight $LYB, $EA, $RDY, $AGN, $TEVA",,13420.0,746.0,1
2016-06-13,18:27,"Here’s Why These Five Stocks Are In the Spotlight $LYB, $EA, $RDY, $AGN, $TEVA",,306.0,13.0,1
2016-06-13,18:12,Wall Street Breakfast: Risk Aversion Grips The Markets $SPY $QQQ $AAPL $AFRAF $AGN $AUDVF $BAMXY $…,1.0,846.0,2680.0,1
2016-06-13,18:03,Electronic Arts Or Activision: Which Company Is Positioned For Better Long-Term Growth? $EA,,3.0,1.0,1
2016-06-13,18:12,Wall Street Breakfast: Risk Aversion Grips The Markets $SPY $QQQ $AAPL $AFRAF $AGN $AUDVF $BAMXY $DDAIF $EA $EBAY,1.0,36542.0,7231.0,1
2016-06-13,18:00,#FusionIQ Top Technology Stocks by Master Score Today $MEET 90 $AEIS 86 $TCX 85 $EA 84 $MXL 84 Please Retweet,,180.0,284.0,1
2016-06-13,17:52,Sí! El tiempo dará la razón veremos preso al fugitivo y se acabará su toma del poder cómo $ea,1.0,2479.0,1460.0,1
2016-06-13,17:39,The Trade Risk - Breakout Candidates via $MDT $RSPP $GCP $EA $JEC $BSX $UNG $SKYW,2.0,1784.0,225.0,1
2016-06-13,17:36,#StockNews ― Before the Move: Watch video game stocks as E3 kicks off $ATVI $EA $TTWO $GME $SNE… → via,,85218.0,86853.0,1
2016-06-13,17:34,Before the Move: Watch video game stocks as E3 kicks off $ATVI $EA $TTWO $GME $SNE $NTDOY $MSFT $LNKD $DIS: F... …,4.0,3196.0,2898.0,1
2016-06-13,17:34,Before the Move: Watch video game stocks as E3 kicks off $ATVI $EA $TTWO $GME $SNE $NTDOY $MSFT $LNKD $DIS: F... …,4.0,13676.0,2435.0,1
2016-06-13,17:33,Before the Move: Watch video game stocks as E3 kicks off $ATVI $EA $TTWO $GME $SNE $NTDOY $MSFT $LNKD $DIS: F... …,4.0,10779.0,6503.0,1
2016-06-13,17:33,Before the Move: Watch video game stocks as E3 kicks off $ATVI $EA $TTWO $GME $SNE $NTDOY $MSFT $LNKD $DIS: F... …,4.0,6655.0,4433.0,1
2016-06-13,17:33,Before the Move: Watch video game stocks as E3 kicks off $ATVI $EA $TTWO $GME $SNE $NTDOY $MSFT $LNKD $DIS: F...,4.0,13128.0,130.0,1
2016-06-13,17:20,Benzinga: Trading Gaming Stocks On E3: Past Reactions $ATVI $EA $GAMR $MSFT $SNE $GME #E32016,,1458.0,1188.0,1
2016-06-13,17:17,Benzinga: Trading Gaming Stocks On E3: Past Reactions $ATVI $EA $GAMR $MSFT $SNE $GME #E32016,,1589.0,1376.0,1
2016-06-13,17:17,Truffle $ea$on,,1515.0,758.0,0
2016-06-13,17:15,Getting scooped up by $MSFT has the same fortune of being on cover of $EA Madden NFL. #curse,,30.0,86.0,1
2016-06-13,17:10,$CMCSA aware of #E32016? All they do is talk about apple day and night $AAPL is so overhyped! $EA $LNKD $ZNGA $SNE $MSFT,,414.0,3571.0,1
2016-06-13,17:03,Electronic Arts Or Activision: Which Company Is Positioned For Better Long-Term Growth? $ATVI $EA,,3697.0,30.0,1
2016-06-13,17:00,Trading Gaming Stocks On E3: Past Reactions $ATVI $EA $GAMR $MSFT $SNE $GME #E32016,,50443.0,1519.0,1
2016-06-13,16:45,AME News See Here ---&gt; $AME $CBK $EA #pennystocks,,59.0,40.0,1
2016-06-13,16:38,Electronic Arts to Go Big on Gaming Competitions $EA #E32016,,6132.0,631.0,1
2016-06-13,16:37,"$EA 65 Puts BUYING Activity expiring on 19th Jan, Vol 1500",,1868.0,32.0,1
2016-06-13,16:15,#Options traders trading premium: $BCS $C $EA $MDVN $RIO $VOD via,,1157.0,18.0,1
2016-06-13,15:49,"Electronic Arts Inc. $EA EVP Joel Linzner Sells 4,000 Shares",,2226.0,11.0,1
2016-06-13,15:42,"Electronic Arts Inc. $EA EVP Joel Linzner Sells 4,000 Shares",,422.0,10.0,1
2016-06-13,15:35,$EA - Electronic Arts Inc. #EA Stock Rating Reaffirmed by Jefferies Group,,6364.0,2292.0,1
2016-06-13,15:35,"$EA - Electronic Arts Inc. #EA Earns ""Buy"" Rating from Bank of America",,6364.0,2292.0,1
2016-06-13,15:34,Electronic Arts Inc. $EA Given Buy Rating at Jefferies Group,,530.0,6.0,1
2016-06-13,15:30,Electronic Arts Inc. $EA Given Buy Rating at Jefferies Group,,1172.0,58.0,1
2016-06-13,15:28,Electronic Arts's buy rating reiterated at Bank of America. $EA #EA,,4588.0,2835.0,1
2016-06-13,15:28,Electronic Arts's buy rating reiterated at Jefferies Group. $105.00 PT. $EA #EA,,4588.0,2835.0,1
2016-06-13,15:12,She drowning in the Black $ea,1.0,392.0,369.0,1
2016-06-13,15:12,Black $ea is now upon us.,1.0,392.0,369.0,1
2016-06-13,15:12,Black $ea is here. But there is more new music.,1.0,392.0,369.0,1
2016-06-13,14:50,"I guess you missed CNN, Fox, Reuters and Forbes last week. I also like video game cos. $ea $atvi",,26049.0,1894.0,1
2016-06-13,14:47,Black $ea is here. But there is more new music.,1.0,223.0,192.0,1
2016-06-13,14:45,CF3 X AFRIKAN TILLER $EA$ON 👀🛩,1.0,68.0,129.0,1
2016-06-13,14:42,CF3 X AFRIKAN TILLER $EA$ON 👀🛩,1.0,250.0,417.0,1
2016-06-13,14:34,Jefferies Believes EA Won’t Stop Here $EA,,466.0,214.0,0
2016-06-13,14:26,"$EA:US E3 2016: Every trailer and announcement so far from EA, Bethesda, and more #ELECTRONIC ARTS INC #NASDAQ",,2767.0,279.0,1
2016-06-13,14:06,"$EA:US E3 2016: Every trailer and announcement so far from EA, Bethesda, and more #ELECTRONIC ARTS INC #SP500",,3342.0,253.0,1
2016-06-13,14:06,Electronic Arts gets into e-sports $EA,,2823.0,3184.0,1
2016-06-13,14:05,Black $ea is now upon us.,1.0,223.0,192.0,1
2016-06-13,14:04,"1 maps detailed, weather system changes gameplay elements $EA",2.0,237.0,256.0,1
2016-06-13,14:03,#TrendReversalDown $EA - ELECTRONIC ARTS via → For #FreeTradeOfWeek,,85222.0,86852.0,1
2016-06-13,13:44,Wall Street Breakfast: Risk Aversion Grips The Markets $SPY $QQQ $AAPL $AFRAF $AGN $AUDVF $BAMXY $DDAIF $EA $EBAY,,696.0,400.0,1
2016-06-13,13:30,Wall Street Breakfast: Risk Aversion Grips The Markets $SPY $QQQ $AAPL $AFRAF $AGN $AUDVF $BAMXY $DDAIF $EA $EBAY,,12548.0,29.0,1
2016-06-13,13:21,Analysts Bullish on Top Technology Picks $EA,1.0,878.0,128.0,1
2016-06-13,13:20,Analysts Bullish on Top Technology Picks $EA,1.0,466.0,214.0,1
2016-06-13,13:16,$LYB $EA: Here’s Why These Five Stocks Are In the Spotlight:,,806.0,5.0,1
2016-06-13,12:53,"1 maps detailed, weather system changes gameplay elements $EA",,722.0,1.0,1
2016-06-13,12:53,"1 maps detailed, weather system changes gameplay elements $EA",2.0,26363.0,500.0,1
2016-06-13,12:48,E3 Help #ElectronicArtsInc Set A New High - $EA,,58.0,96.0,0
2016-06-13,11:23,She drowning in the Black $ea,1.0,223.0,192.0,1
2016-06-13,10:56,Wall Street Breakfast: Risk Aversion Grips The Markets $SPY $QQQ $AAPL $AFRAF $AGN $AUDVF $BAMXY $DDAIF $EA $EBAY,,356.0,1.0,1
2016-06-13,10:56,Wall Street Breakfast: Risk Aversion Grips The Markets $SPY $QQQ $AAPL $AFRAF $AGN $AUDVF $BAMXY $DDAIF $EA $EBAY,,1263.0,29.0,1
2016-06-13,10:56,Wall Street Breakfast: Risk Aversion Grips The Markets $SPY $QQQ $AAPL $AFRAF $AGN $AUDVF $BAMXY $DDAIF $EA $EBAY,,3648.0,29.0,1
2016-06-13,10:15,$EA Electronic Arts gets into e-sports,,606.0,548.0,1
2016-06-13,09:55,"Electronic Arts offers sneak peek at new Madden, FIFA games at #E3. $EA 6/10 close: 75.28 (+9.55% YTD)",,5172.0,515.0,1
2016-06-13,09:36,"$EA erhält Rückenwind von Games. Erste Rezensionen von Fifa17 sprechen von ""Revolution"". #BUY /FS",,5007.0,1334.0,1
2016-06-13,09:24,$EA: Electronic Arts gets into e-sports:,,638.0,,1
2016-06-13,09:20,Electronic Arts gets into e-sports $EA,,356.0,1.0,1
2016-06-13,09:20,Electronic Arts gets into e-sports $EA,,3699.0,30.0,1
2016-06-13,09:20,Electronic Arts gets into e-sports $EA,,21916.0,30.0,1
2016-06-13,08:55,$EA Company ELECTRONIC ARTS INC. just submited new SEC filing #electronic #arts,,63.0,,1
2016-06-13,07:27,EA $EA at E3 2016: all of the latest news and biggest games,,794.0,100.0,1
2016-06-13,06:30,$NVDA $EA *MOORE IN FOCUS #E32016,1.0,145.0,461.0,1
2016-06-13,05:15,Check out the new Mass Effect: Andromeda trailer here $EA,,2163.0,69.0,1
2016-06-13,03:41,Listen to WAVE $EA$ON by BLACK TEENAGER #np on #SoundCloud,1.0,179.0,295.0,0
2016-06-13,03:40,Listen to WAVE $EA$ON by BLACK TEENAGER #np on #SoundCloud,1.0,1175.0,724.0,0
2016-06-13,02:16,It was a matter of time. #Esports $EA $ATVI,,848.0,146.0,1
2016-06-13,01:52,"EA plots out its entire galaxy of new #StarWars games in a neat timeline $EA, $SNE …",2.0,150.0,145.0,1
2016-06-13,01:47,"EA plots out its entire galaxy of new #StarWars games in a neat timeline $EA, $SNE",,722.0,1.0,1
2016-06-13,01:47,"EA plots out its entire galaxy of new #StarWars games in a neat timeline $EA, $SNE",2.0,26363.0,500.0,1
2016-06-13,01:40,$EA,,141.0,113.0,0
2016-06-13,01:23,You might play as a bounty hunter in new #StarWars game! #E32016 $EA …,3.0,607.0,1390.0,1
2016-06-13,01:20,You might play as a bounty hunter in new #StarWars game! #E32016 $EA …,3.0,19.0,45.0,1
2016-06-13,01:20,You might play as a bounty hunter in new #StarWars game! #E32016 $EA,3.0,26363.0,500.0,1
2016-06-13,01:20,You might play as a bounty hunter in new #StarWars game! #E32016 $EA,,722.0,1.0,1
2016-06-12,22:56,"E3, ready? $ATVI $EA $SNE $TTWO $MSFT",,263.0,403.0,1
2016-06-12,22:50,"Instead of actually showing you BF1, we're gonna show you how much money we paid all these celebs. $EA",1.0,11506.0,987.0,1
2016-06-12,22:36,$EA:US E3 2016: EA Play press conference live-stream #ELECTRONIC ARTS INC #NASDAQ,,2767.0,279.0,1
2016-06-12,22:00,It's all out war in #Battlefield1's 64-player multiplayer livestream $EA,4.0,690.0,536.0,1
2016-06-12,22:00,It's all out war in #Battlefield1's 64-player multiplayer livestream $EA,4.0,496.0,755.0,1
2016-06-12,21:59,It's all out war in #Battlefield1's 64-player multiplayer livestream $EA,4.0,116.0,210.0,1
2016-06-12,21:59,It's all out war in #Battlefield1's 64-player multiplayer livestream $EA,4.0,26363.0,500.0,1
2016-06-12,21:59,It's all out war in #Battlefield1's 64-player multiplayer livestream $EA,,722.0,1.0,1
2016-06-12,21:50,New #Battlefield1 gameplay trailer delivers authentic WW1 carnage $EA,3.0,70.0,199.0,1
2016-06-12,21:46,New #Battlefield1 gameplay trailer delivers authentic WW1 carnage $EA,3.0,150.0,699.0,1
2016-06-12,21:46,New #Battlefield1 gameplay trailer delivers authentic WW1 carnage $EA,,722.0,1.0,1
2016-06-12,21:46,New #Battlefield1 gameplay trailer delivers authentic WW1 carnage $EA,3.0,26363.0,500.0,1
2016-06-12,21:35,"New #Titanfall2 campaign and multiplayer footage released, reveals key details $EA …",5.0,690.0,536.0,1
2016-06-12,21:25,"Instead of actually showing you BF1, we're gonna show you how much money we paid all these celebs. $EA",1.0,274.0,258.0,1
2016-06-12,21:02,"$EA: In Battlefield 1, No Battle Is Ever the Same:",,767.0,1.0,1
2016-06-12,21:01,"Now #MassEffectAndromeda release date, but we did get new footage #E32016 $EA",1.0,837.0,222.0,1
2016-06-12,21:00,"Now #MassEffectAndromeda release date, but we did get new footage #E32016 $EA",,722.0,1.0,1
2016-06-12,21:00,"Now #MassEffectAndromeda release date, but we did get new footage #E32016 $EA",1.0,26363.0,500.0,1
2016-06-12,20:55,// Battlefront 2 already? the hell are you thinking $EA$,,8596.0,228.0,1
2016-06-12,20:55,"New #Titanfall2 campaign and multiplayer footage released, reveals key details $EA …",5.0,1006.0,2047.0,1
2016-06-12,20:49,$EA: EA SPORTS FIFA 17 Introduces The Journey:,,788.0,6.0,1
2016-06-12,20:42,"New #Titanfall2 campaign and multiplayer footage released, reveals key details $EA …",5.0,74.0,696.0,1
2016-06-12,20:35,"New #Titanfall2 campaign and multiplayer footage released, reveals key details $EA …",5.0,62.0,196.0,1
2016-06-12,20:33,"New #Titanfall2 campaign and multiplayer footage released, reveals key details $EA",5.0,26363.0,500.0,1
2016-06-12,20:33,"New #Titanfall2 campaign and multiplayer footage released, reveals key details $EA",,722.0,1.0,1
2016-06-12,20:32,$EA: EA SPORTS Announces Madden NFL 17 Franchise News at EA Play:,,591.0,,1
