Tweet Id,Date,Hour,User Name,Nickname,Bio,Tweet content,Favs,RTs,Latitude,Longitude,Country,Place (as appears on Bio),Profile picture,Followers,Following,Listed,Tweet language (ISO 639-1),Tweet Url,Is a RT,Original Tweet User Name,User Mentions,Hashtags,Symbols,Media,URLs,cleaned_tweets,Compound,Positive,Negative,Neutral
742895314844028929,2016-06-15,01:43,Hedge AccordingLy,HedgeBz,curating finance related articles/tweets from publishers around the globe @ https://t.co/Y8JCpDrlai since 2008,lol $EA https://t.co/VyKjsffHc9,,,,,,,http://pbs.twimg.com/profile_images/658792251187855360/RmeccWie_normal.png,2082.0,35.0,167.0,en,http://www.twitter.com/HedgeBz/status/742895314844028929,False,,,,$EA,,https://twitter.com/thekanterman/status/742840549363863556,lol $EA,0.4215,0.737,0.0,0.263
742891715426701312,2016-06-15,01:29,facundo albertario,cossapc,,RT @EnzoIrigoyen: 07-Coss- Ojos de cristal  (Full Album Vol.1 $ea como $ea) https://t.co/3vrGYQSYtl vía @YouTube,,1.0,,,,,http://pbs.twimg.com/profile_images/665148490905985025/gD3g-5Yo_normal.jpg,72.0,56.0,,es,http://www.twitter.com/cossapc/status/742891715426701312,True,@EnzoIrigoyen,"@EnzoIrigoyen,@YouTube",,"$ea,$ea",,https://youtu.be/xiPdrkMKuF4?list=PL8YwRM1wLgzNZF_dBEmN3MzaBTYnzwva7,07-Coss- Ojos de cristal (Full Album Vol.1 $ea como $ea) vía,0.0,0.0,0.0,1.0
742891695923200000,2016-06-15,01:29,facundo albertario,cossapc,,RT @EnzoIrigoyen: 02-Coss- La Brahma (Full Album Vol.1 $ea como $ea) https://t.co/WWXv8SGaEz vía @YouTube,,1.0,,,,,http://pbs.twimg.com/profile_images/665148490905985025/gD3g-5Yo_normal.jpg,72.0,56.0,,es,http://www.twitter.com/cossapc/status/742891695923200000,True,@EnzoIrigoyen,"@EnzoIrigoyen,@YouTube",,"$ea,$ea",,https://youtu.be/XWbRjMOxsM4?list=PL8YwRM1wLgzNZF_dBEmN3MzaBTYnzwva7,02-Coss- La Brahma (Full Album Vol.1 $ea como $ea) vía,0.0,0.0,0.0,1.0
742886774867910656,2016-06-15,01:09,χ²,EnzoIrigoyen,24/7 HH  • PЯ •,07-Coss- Ojos de cristal  (Full Album Vol.1 $ea como $ea) https://t.co/3vrGYQSYtl vía @YouTube,1.0,1.0,,,,,http://pbs.twimg.com/profile_images/727455158607699969/k22Pp9da_normal.jpg,834.0,625.0,1.0,es,http://www.twitter.com/EnzoIrigoyen/status/742886774867910656,False,,@YouTube,,"$ea,$ea",,https://youtu.be/xiPdrkMKuF4?list=PL8YwRM1wLgzNZF_dBEmN3MzaBTYnzwva7,07-Coss- Ojos de cristal (Full Album Vol.1 $ea como $ea) vía,0.0,0.0,0.0,1.0
742886012175552512,2016-06-15,01:06,Colin Macleod,scalpthatstock,Obsessed day trader looking to take the market for all its worth promising to bust out a sick amount of money making Tweets everyday,"Nightly Business Report – June 14, 2016
   
  https://t.co/YlWcRZB29y
   
  $SYF $VG $BABA $XRX $EA $ATVI $MSFT $LNKD",,,35.6895,139.69171,JP,Japan,http://pbs.twimg.com/profile_images/643260564416806912/SNqu0H6n_normal.jpg,3027.0,4964.0,77.0,en,http://www.twitter.com/scalpthatstock/status/742886012175552512,False,,,,"$SYF,$VG,$BABA,$XRX,$EA,$ATVI,$MSFT,$LNKD",,http://viralmarketnews.com/nightly-business-report-june-14-2016/,"Nightly Business Report – June 14, 2016 $SYF $VG $BABA $XRX $EA $ATVI $MSFT $LNKD",0.0,0.0,0.0,1.0
742882894167826432,2016-06-15,00:54,χ²,EnzoIrigoyen,24/7 HH  • PЯ •,02-Coss- La Brahma (Full Album Vol.1 $ea como $ea) https://t.co/WWXv8SGaEz vía @YouTube,,1.0,,,,,http://pbs.twimg.com/profile_images/727455158607699969/k22Pp9da_normal.jpg,834.0,625.0,1.0,es,http://www.twitter.com/EnzoIrigoyen/status/742882894167826432,False,,@YouTube,,"$ea,$ea",,https://youtu.be/XWbRjMOxsM4?list=PL8YwRM1wLgzNZF_dBEmN3MzaBTYnzwva7,02-Coss- La Brahma (Full Album Vol.1 $ea como $ea) vía,0.0,0.0,0.0,1.0
742882285960220672,2016-06-15,00:51,TradeWithSuper,TradeWithSuper,The Twitter handle 4 @TopFiveTraders that follows @paulscolardi and his other Twitter feed @super_trades - this is not investment advice and we are not brokers,SA_QuickIdeas: E3 Is Here. Game On! https://t.co/F4T3bI5oEP $ZNGA $GLUU $GME $EA $ATVI,1.0,,,,,,http://pbs.twimg.com/profile_images/730814770186620928/lFK0zCBG_normal.jpg,1589.0,1376.0,114.0,en,http://www.twitter.com/TradeWithSuper/status/742882285960220672,False,,,,"$ZNGA,$GLUU,$GME,$EA,$ATVI",,http://seekingalpha.com/article/3982067-e3-game?source=twitter_sa_quickideas,SA_QuickIdeas: E3 Is Here. Game On! $ZNGA $GLUU $GME $EA $ATVI,0.0,0.0,0.0,1.0
742870403744464906,2016-06-15,00:04,Ross Gerber,GerberKawasaki,"Co-Founder & CEO, Investment Advisor. Stock market guru. #Fintech App https://t.co/kix8LL96d3 Media https://t.co/6JMbxcHcr1 Disclaimer - https://t.co/cVYjHeVLmp",E Sports is the next big thing. How are you playing it. #E32016 #XboxE3 #PlayStationVR $EA $ATVI #Battlefield1 https://t.co/LcW5lShw9y,1.0,,,,,,http://pbs.twimg.com/profile_images/514191732171218944/eLEusZ70_normal.jpeg,26049.0,1894.0,371.0,en,http://www.twitter.com/GerberKawasaki/status/742870403744464906,False,,,"#E32016,#XboxE3,#PlayStationVR,#Battlefield1","$EA,$ATVI",,http://www.forbes.com/sites/greatspeculations/2016/06/08/the-next-big-thing-in-sports-video-games/#599e0f574c02,E Sports is the next big thing. How are you playing it. #E32016 #XboxE3 #PlayStationVR $EA $ATVI #Battlefield1,0.2023,0.101,0.0,0.899
742865712419622913,2016-06-14,23:46,Stock News,NewsToDesk,News about Stocks,"$EA:

Electronic Arts Follows Activision Into E-Sports:

https://t.co/13WOWlfTUP",,,,,,,http://pbs.twimg.com/profile_images/562292381764952064/mVtp0UmJ_normal.jpeg,767.0,1.0,120.0,en,http://www.twitter.com/NewsToDesk/status/742865712419622913,False,,,,$EA,,http://www.StockNewsWires.com/2016/06/14/ea-electronic-arts-follows-activision-into-e-sports/,$EA: Electronic Arts Follows Activision Into E-Sports:,0.0,0.0,0.0,1.0
742852179027972096,2016-06-14,22:52,FinSentS NASDAQ,FinSentS_NASDAQ,Stock Sentiment Analysis for NASDAQ,$EA:US EA Gives a Peek Into Its 'Star Wars' Plans for the Next 4 Years #ELECTRONIC ARTS INC  https://t.co/3KAn63iMLv #NASDAQ,,,53.958,-1.083,GB,New York,http://pbs.twimg.com/profile_images/526415360572915713/9oLTZbM5_normal.jpeg,2767.0,279.0,215.0,en,http://www.twitter.com/FinSentS_NASDAQ/status/742852179027972096,False,,,"#ELECTRONIC,#NASDAQ",$EA,,http://tinyurl.com/hvw7lup,$EA:US EA Gives a Peek Into Its 'Star Wars' Plans for the Next 4 Years #ELECTRONIC ARTS INC #NASDAQ,-0.5574,0.0,0.184,0.816
742846126437470208,2016-06-14,22:28,Angel Barber,angeltrader1983,,https://t.co/ipALk92X8U  Learn Jason Bonds Trading Secrets Now! Free Trial.! $SNE $EA $EWJ,,,,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,4.0,21.0,,en,http://www.twitter.com/angeltrader1983/status/742846126437470208,False,,,,"$SNE,$EA,$EWJ",,http://smq.tc/1VvJJhE,Learn Jason Bonds Trading Secrets Now! Free Trial.! $SNE $EA $EWJ,0.5972,0.28,0.0,0.72
742822959719559168,2016-06-14,20:56,Joan,1joanjosep,Music Teacher and Saxophonist. Retweets do not mean endorsements,RT @TheStreet: Catch up with $EA CEO Andrew Wilson https://t.co/5jEAZQnBCT,,1.0,,,,,http://pbs.twimg.com/profile_images/628330846282481664/eUi2599E_normal.jpg,1357.0,354.0,189.0,en,http://www.twitter.com/1joanjosep/status/742822959719559168,True,@TheStreet,@TheStreet,,$EA,,http://bit.ly/1XUsY4k,Catch up with $EA CEO Andrew Wilson,0.0,0.0,0.0,1.0
742822432512352257,2016-06-14,20:54,TheStreet,TheStreet,"TheStreet brings business and financial news, investing ideas and analysis. We want to help you make money #stockaction",Catch up with $EA CEO Andrew Wilson https://t.co/5jEAZQnBCT,1.0,1.0,53.958,-1.083,GB,"New York, NY",http://pbs.twimg.com/profile_images/669188464668114945/-Jefx7KJ_normal.jpg,476572.0,1113.0,4736.0,en,http://www.twitter.com/TheStreet/status/742822432512352257,False,,,,$EA,,http://bit.ly/1XUsY4k,Catch up with $EA CEO Andrew Wilson,0.0,0.0,0.0,1.0
742799383310274560,2016-06-14,19:22,#OakDr#YaDig,OG_ItsMontanaOO,FreeMone & TaeMoney // RIP Yung Homie #HomieWorld // #HBLOXK // #OKG #DBG #TTP,$TVIN $EA$ON #TTP https://t.co/7tqwzQqpRL,2.0,,,,,,http://pbs.twimg.com/profile_images/741413817331113984/UMShCEO0_normal.jpg,844.0,1012.0,,en,http://www.twitter.com/OG_ItsMontanaOO/status/742799383310274560,False,,,#TTP,"$TVIN,$EA",http://pbs.twimg.com/media/Ck70FlyVEAA_6fo.jpg,,$TVIN $EA$ON #TTP,0.0,0.0,0.0,1.0
742799024814718976,2016-06-14,19:21,ProTradersNews,ProTradersNews,News for Pro Traders,"$EA:

Electronic Arts CEO on ‘Star Wars’ and Business Strategy:

https://t.co/WiWf6tIY0a",,,,,,,http://pbs.twimg.com/profile_images/544714830884532225/Q8nkpEQf_normal.jpeg,806.0,5.0,103.0,en,http://www.twitter.com/ProTradersNews/status/742799024814718976,False,,,,$EA,,http://www.StockNewsWires.com/2016/06/14/ea-electronic-arts-ceo-on-star-wars-and-business-strategy/,$EA: Electronic Arts CEO on ‘Star Wars’ and Business Strategy:,0.0,0.0,0.0,1.0
742797016087048192,2016-06-14,19:13,ProVesting,ProVesting,,"$EA:

Electronic Arts CEO: Buybacks Feel Like Right Strategy:

https://t.co/1pP8O2VbQp",,,,,,,http://pbs.twimg.com/profile_images/542392174428434432/PfyzCfya_normal.jpeg,788.0,6.0,140.0,en,http://www.twitter.com/ProVesting/status/742797016087048192,False,,,,$EA,,http://www.StockNewsWires.com/2016/06/14/ea-electronic-arts-ceo-buybacks-feel-like-right-strategy/,$EA: Electronic Arts CEO: Buybacks Feel Like Right Strategy:,0.3612,0.238,0.0,0.762
742794619461591040,2016-06-14,19:03,Ken Edwards,kenedwards_ken,,"OIH Day Low
See Here ---&gt; https://t.co/lRKmPtOLJt

$OIH $UE $EA #tradeideas",,,,,,,http://pbs.twimg.com/profile_images/697341528805498880/TFSWHpWM_normal.jpg,71.0,40.0,32.0,es,http://www.twitter.com/kenedwards_ken/status/742794619461591040,False,,,#tradeideas,"$OIH,$UE,$EA",,http://dlvr.it/LYp3RS,OIH Day Low See Here ---&gt; $OIH $UE $EA #tradeideas,-0.2732,0.0,0.189,0.811
